"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Interest Payment Frequency","Interest Rate"
"912794P24","Bill","26-Week","05/23/1994","05/26/1994","11/25/1994","","",""
"912794M84","Bill","13-Week","05/16/1994","05/19/1994","08/18/1994","","",""
"912794L93","Bill","26-Week","05/16/1994","05/19/1994","11/17/1994","","",""
"912827P89","Note","10-Year","05/11/1994","05/16/1994","05/15/2004","","Semi-Annual","7.250%"
"912827P71","Note","3-Year","05/10/1994","05/16/1994","05/15/1997","","Semi-Annual","6.500%"
"912794M76","Bill","13-Week","05/09/1994","05/12/1994","08/11/1994","","",""
"912794N91","Bill","26-Week","05/09/1994","05/12/1994","11/10/1994","","",""
"912794M68","Bill","13-Week","05/02/1994","05/05/1994","08/04/1994","","",""
"912794N83","Bill","26-Week","05/02/1994","05/05/1994","11/03/1994","","",""
"912794R89","Bill","52-Week","04/28/1994","05/05/1994","05/04/1995","","",""
"912827P63","Note","5-Year","04/28/1994","05/02/1994","04/30/1999","99.580","Semi-Annual","6.500%"
"912827P55","Note","2-Year","04/26/1994","05/02/1994","04/30/1996","99.832","Semi-Annual","5.500%"
"912794L51","Bill","13-Week","04/25/1994","04/28/1994","07/28/1994","","",""
"912794N75","Bill","26-Week","04/25/1994","04/28/1994","10/27/1994","","",""
"912794M50","Bill","13-Week","04/18/1994","04/21/1994","07/21/1994","","",""
"912794L85","Bill","26-Week","04/18/1994","04/21/1994","10/20/1994","","",""
"912794M43","Bill","13-Week","04/11/1994","04/14/1994","07/14/1994","","",""
"912794N67","Bill","26-Week","04/11/1994","04/14/1994","10/13/1994","","",""
"912794M35","Bill","13-Week","04/04/1994","04/07/1994","07/07/1994","","",""
"912794N59","Bill","26-Week","04/04/1994","04/07/1994","10/06/1994","","",""
"912794R48","Bill","52-Week","03/31/1994","04/07/1994","04/06/1995","","",""
"912794K29","Bill","21-Day","03/29/1994","03/31/1994","04/21/1994","","",""
"912794L44","Bill","13-Week","03/28/1994","03/31/1994","06/30/1994","","",""
"912794N42","Bill","26-Week","03/28/1994","03/31/1994","09/29/1994","","",""
"912827P48","Note","5-Year","03/23/1994","03/31/1994","03/31/1999","99.850","Semi-Annual","5.875%"
"912827P30","Note","2-Year","03/22/1994","03/31/1994","03/31/1996","99.953","Semi-Annual","5.125%"
"912794L36","Bill","13-Week","03/21/1994","03/24/1994","06/23/1994","","",""
"912794L77","Bill","26-Week","03/21/1994","03/24/1994","09/22/1994","","",""
"912794L28","Bill","13-Week","03/14/1994","03/17/1994","06/16/1994","","",""
"912794N34","Bill","26-Week","03/14/1994","03/17/1994","09/15/1994","","",""
"912794K94","Bill","13-Week","03/07/1994","03/10/1994","06/09/1994","","",""
"912794N26","Bill","26-Week","03/07/1994","03/10/1994","09/08/1994","","",""
"912794Q80","Bill","52-Week","03/03/1994","03/10/1994","03/09/1995","","",""
"912794K86","Bill","13-Week","02/28/1994","03/03/1994","06/02/1994","","",""
"912794M92","Bill","26-Week","02/28/1994","03/03/1994","09/01/1994","","",""
"912827P22","Note","5-Year","02/24/1994","02/28/1994","02/28/1999","99.526","Semi-Annual","5.500%"
"912827N99","Note","2-Year","02/23/1994","02/28/1994","02/29/1996","99.934","Semi-Annual","4.625%"
"912794K78","Bill","13-Week","02/22/1994","02/24/1994","05/26/1994","","",""
"912794L69","Bill","26-Week","02/22/1994","02/24/1994","08/25/1994","","",""
"912794K60","Bill","13-Week","02/14/1994","02/17/1994","05/19/1994","","",""
"912794M84","Bill","26-Week","02/14/1994","02/17/1994","08/18/1994","","",""
"912810EQ7","Bond","29-Year 6-Month","02/10/1994","02/15/1994","08/15/2023","","Semi-Annual","6.250%"
"912827N81","Note","10-Year","02/09/1994","02/15/1994","02/15/2004","","Semi-Annual","5.875%"
"912827N73","Note","3-Year","02/08/1994","02/15/1994","02/15/1997","","Semi-Annual","4.750%"
"912794K52","Bill","13-Week","02/07/1994","02/10/1994","05/12/1994","","",""
"912794M76","Bill","26-Week","02/07/1994","02/10/1994","08/11/1994","","",""
"912794Q49","Bill","52-Week","02/03/1994","02/10/1994","02/09/1995","","",""
"912794K45","Bill","13-Week","01/31/1994","02/03/1994","05/05/1994","","",""
"912794M68","Bill","26-Week","01/31/1994","02/03/1994","08/04/1994","","",""
"912827N65","Note","5-Year","01/26/1994","01/31/1994","01/31/1999","99.564","Semi-Annual","5.000%"
"912827N57","Note","2-Year","01/25/1994","01/31/1994","01/31/1996","99.791","Semi-Annual","4.000%"
"912794K37","Bill","13-Week","01/24/1994","01/27/1994","04/28/1994","","",""
"912794L51","Bill","26-Week","01/24/1994","01/27/1994","07/28/1994","","",""
"912794K29","Bill","13-Week","01/18/1994","01/20/1994","04/21/1994","","",""
"912794M50","Bill","26-Week","01/18/1994","01/20/1994","07/21/1994","","",""
"912794J96","Bill","13-Week","01/10/1994","01/13/1994","04/14/1994","","",""
"912794M43","Bill","26-Week","01/10/1994","01/13/1994","07/14/1994","","",""
"912794P81","Bill","52-Week","01/06/1994","01/13/1994","01/12/1995","","",""
"912794J88","Bill","13-Week","01/03/1994","01/06/1994","04/07/1994","","",""
"912794M35","Bill","26-Week","01/03/1994","01/06/1994","07/07/1994","","",""
"912794J70","Bill","13-Week","12/27/1993","12/30/1993","03/31/1994","","",""
"912794L44","Bill","26-Week","12/27/1993","12/30/1993","06/30/1994","","",""
"912827N40","Note","5-Year","12/22/1993","12/31/1993","12/31/1998","99.717","Semi-Annual","5.125%"
"912827N32","Note","2-Year","12/21/1993","12/31/1993","12/31/1995","99.943","Semi-Annual","4.250%"
"912794J62","Bill","13-Week","12/20/1993","12/23/1993","03/24/1994","","",""
"912794L36","Bill","26-Week","12/20/1993","12/23/1993","06/23/1994","","",""
"912794J54","Bill","13-Week","12/13/1993","12/16/1993","03/17/1994","","",""
"912794L28","Bill","26-Week","12/13/1993","12/16/1993","06/16/1994","","",""
"912794M27","Bill","52-Week","12/09/1993","12/16/1993","12/15/1994","","",""
"912794J47","Bill","13-Week","12/06/1993","12/09/1993","03/10/1994","","",""
"912794K94","Bill","26-Week","12/06/1993","12/09/1993","06/09/1994","","",""
"912794E67","Bill","10-Day","12/02/1993","12/06/1993","12/16/1993","","",""
"912794J39","Bill","13-Week","11/29/1993","12/02/1993","03/03/1994","","",""
"912794K86","Bill","26-Week","11/29/1993","12/02/1993","06/02/1994","","",""
"912827N24","Note","5-Year","11/23/1993","11/30/1993","11/30/1998","99.673","Semi-Annual","5.125%"
"912827M90","Note","2-Year","11/22/1993","11/30/1993","11/30/1995","99.962","Semi-Annual","4.250%"
"912794J21","Bill","13-Week","11/22/1993","11/26/1993","02/24/1994","","",""
"912794K78","Bill","26-Week","11/22/1993","11/26/1993","05/26/1994","","",""
"912794L93","Bill","52-Week","11/16/1993","11/18/1993","11/17/1994","","",""
"912794H98","Bill","13-Week","11/15/1993","11/18/1993","02/17/1994","","",""
"912794K60","Bill","26-Week","11/15/1993","11/18/1993","05/19/1994","","",""
"912827L83","Note","9-Year 9-Month","11/10/1993","11/15/1993","08/15/2003","","Semi-Annual","5.750%"
"912794H56","Bill","66-Day","11/09/1993","11/15/1993","01/20/1994","","",""
"912827M74","Note","3-Year","11/09/1993","11/15/1993","11/15/1996","","Semi-Annual","4.375%"
"912794H80","Bill","13-Week","11/08/1993","11/12/1993","02/10/1994","","",""
"912794K52","Bill","26-Week","11/08/1993","11/12/1993","05/12/1994","","",""
"912794E67","Bill","36-Day","11/04/1993","11/10/1993","12/16/1993","","",""
"912794H72","Bill","13-Week","11/01/1993","11/04/1993","02/03/1994","","",""
"912794K45","Bill","26-Week","11/01/1993","11/04/1993","05/05/1994","","",""
"912827M66","Note","5-Year","10/27/1993","11/01/1993","10/31/1998","99.736","Semi-Annual","4.750%"
"912827M58","Note","2-Year","10/26/1993","11/01/1993","10/31/1995","99.876","Semi-Annual","3.875%"
"912794H64","Bill","13-Week","10/25/1993","10/28/1993","01/27/1994","","",""
"912794K37","Bill","26-Week","10/25/1993","10/28/1993","04/28/1994","","",""
"912794H56","Bill","13-Week","10/18/1993","10/21/1993","01/20/1994","","",""
"912794K29","Bill","26-Week","10/18/1993","10/21/1993","04/21/1994","","",""
"912794L85","Bill","52-Week","10/14/1993","10/21/1993","10/20/1994","","",""
"912794H49","Bill","13-Week","10/12/1993","10/14/1993","01/13/1994","","",""
"912794J96","Bill","26-Week","10/12/1993","10/14/1993","04/14/1994","","",""
"912794H31","Bill","13-Week","10/04/1993","10/07/1993","01/06/1994","","",""
"912794J88","Bill","26-Week","10/04/1993","10/07/1993","04/07/1994","","",""
"912794H23","Bill","13-Week","09/27/1993","09/30/1993","12/30/1993","","",""
"912794J70","Bill","26-Week","09/27/1993","09/30/1993","03/31/1994","","",""
"912827M41","Note","5-Year","09/22/1993","09/30/1993","09/30/1998","99.648","Semi-Annual","4.750%"
"912827M33","Note","2-Year","09/21/1993","09/30/1993","09/30/1995","99.876","Semi-Annual","3.875%"
"912794G99","Bill","13-Week","09/20/1993","09/23/1993","12/23/1993","","",""
"912794J62","Bill","26-Week","09/20/1993","09/23/1993","03/24/1994","","",""
"912794L77","Bill","52-Week","09/16/1993","09/23/1993","09/22/1994","","",""
"912794E67","Bill","13-Week","09/13/1993","09/16/1993","12/16/1993","","",""
"912794J54","Bill","26-Week","09/13/1993","09/16/1993","03/17/1994","","",""
"912794G81","Bill","13-Week","09/07/1993","09/09/1993","12/09/1993","","",""
"912794J47","Bill","26-Week","09/07/1993","09/09/1993","03/10/1994","","",""
"912794G73","Bill","13-Week","08/30/1993","09/02/1993","12/02/1993","","",""
"912794J39","Bill","26-Week","08/30/1993","09/02/1993","03/03/1994","","",""
"912827M25","Note","5-Year","08/25/1993","08/31/1993","08/31/1998","99.473","Semi-Annual","4.750%"
"912827L91","Note","2-Year","08/24/1993","08/31/1993","08/31/1995","99.876","Semi-Annual","3.875%"
"912794G65","Bill","13-Week","08/23/1993","08/26/1993","11/26/1993","","",""
"912794J21","Bill","26-Week","08/23/1993","08/26/1993","02/24/1994","","",""
"912794L69","Bill","52-Week","08/19/1993","08/26/1993","08/25/1994","","",""
"912794E59","Bill","13-Week","08/16/1993","08/19/1993","11/18/1993","","",""
"912794H98","Bill","26-Week","08/16/1993","08/19/1993","02/17/1994","","",""
"912810EQ7","Bond","30-Year","08/12/1993","08/16/1993","08/15/2023","","Semi-Annual","6.250%"
"912827L83","Note","10-Year","08/11/1993","08/16/1993","08/15/2003","","Semi-Annual","5.750%"
"912827L75","Note","3-Year","08/10/1993","08/16/1993","08/15/1996","","Semi-Annual","4.375%"
"912794G57","Bill","13-Week","08/09/1993","08/12/1993","11/12/1993","","",""
"912794H80","Bill","26-Week","08/09/1993","08/12/1993","02/10/1994","","",""
"912794G40","Bill","13-Week","08/02/1993","08/05/1993","11/04/1993","","",""
"912794H72","Bill","26-Week","08/02/1993","08/05/1993","02/03/1994","","",""
"912827L67","Note","5-Year","07/28/1993","08/02/1993","07/31/1998","100.000","Semi-Annual","5.250%"
"912827L59","Note","2-Year","07/27/1993","08/02/1993","07/31/1995","99.981","Semi-Annual","4.250%"
"912794G32","Bill","13-Week","07/26/1993","07/29/1993","10/28/1993","","",""
"912794H64","Bill","26-Week","07/26/1993","07/29/1993","01/27/1994","","",""
"912794L51","Bill","52-Week","07/22/1993","07/29/1993","07/28/1994","","",""
"912794E42","Bill","13-Week","07/19/1993","07/22/1993","10/21/1993","","",""
"912794H56","Bill","26-Week","07/19/1993","07/22/1993","01/20/1994","","",""
"912794G24","Bill","13-Week","07/12/1993","07/15/1993","10/14/1993","","",""
"912794H49","Bill","26-Week","07/12/1993","07/15/1993","01/13/1994","","",""
"912794F90","Bill","13-Week","07/06/1993","07/08/1993","10/07/1993","","",""
"912794H31","Bill","26-Week","07/06/1993","07/08/1993","01/06/1994","","",""
"912794F82","Bill","13-Week","06/28/1993","07/01/1993","09/30/1993","","",""
"912794H23","Bill","26-Week","06/28/1993","07/01/1993","12/30/1993","","",""
"912794L44","Bill","52-Week","06/24/1993","07/01/1993","06/30/1994","","",""
"912827L42","Note","5-Year","06/23/1993","06/30/1993","06/30/1998","99.543","Semi-Annual","5.125%"
"912827L34","Note","2-Year","06/22/1993","06/30/1993","06/30/1995","99.933","Semi-Annual","4.125%"
"912794E34","Bill","13-Week","06/21/1993","06/24/1993","09/23/1993","","",""
"912794G99","Bill","26-Week","06/21/1993","06/24/1993","12/23/1993","","",""
"912794F74","Bill","13-Week","06/14/1993","06/17/1993","09/16/1993","","",""
"912794E67","Bill","26-Week","06/14/1993","06/17/1993","12/16/1993","","",""
"912794F66","Bill","13-Week","06/07/1993","06/10/1993","09/09/1993","","",""
"912794G81","Bill","26-Week","06/07/1993","06/10/1993","12/09/1993","","",""
"912794D50","Bill","13-Day","06/02/1993","06/04/1993","06/17/1993","","",""
"912794F58","Bill","13-Week","06/01/1993","06/03/1993","09/02/1993","","",""
"912794G73","Bill","26-Week","06/01/1993","06/03/1993","12/02/1993","","",""
"912794K86","Bill","52-Week","05/27/1993","06/03/1993","06/02/1994","","",""
"912827L26","Note","5-Year","05/26/1993","06/01/1993","05/31/1998","99.935","Semi-Annual","5.375%"
"912827K92","Note","2-Year","05/25/1993","06/01/1993","05/31/1995","99.915","Semi-Annual","4.125%"
"912794E26","Bill","13-Week","05/24/1993","05/27/1993","08/26/1993","","",""
"912794G65","Bill","26-Week","05/24/1993","05/27/1993","11/26/1993","","",""
"912794F41","Bill","13-Week","05/17/1993","05/20/1993","08/19/1993","","",""
"912794E59","Bill","26-Week","05/17/1993","05/20/1993","11/18/1993","","",""
"912794E34","Bill","129-Day","05/13/1993","05/17/1993","09/23/1993","","",""
"912810EP9","Bond","29-Year 9-Month","05/13/1993","05/17/1993","02/15/2023","","Semi-Annual","7.125%"
"912827J78","Note","9-Year 9-Month","05/12/1993","05/17/1993","02/15/2003","","Semi-Annual","6.250%"
"912827K76","Note","3-Year","05/11/1993","05/17/1993","05/15/1996","","Semi-Annual","4.250%"
"912794F33","Bill","13-Week","05/10/1993","05/13/1993","08/12/1993","","",""
"912794G57","Bill","26-Week","05/10/1993","05/13/1993","11/12/1993","","",""
"912794F25","Bill","13-Week","05/03/1993","05/06/1993","08/05/1993","","",""
"912794G40","Bill","26-Week","05/03/1993","05/06/1993","11/04/1993","","",""
"912794K45","Bill","52-Week","04/29/1993","05/06/1993","05/05/1994","","",""
"912827K68","Note","5-Year","04/28/1993","04/30/1993","04/30/1998","99.760","Semi-Annual","5.125%"
"912827K50","Note","2-Year","04/27/1993","04/30/1993","04/30/1995","99.990","Semi-Annual","3.875%"
"912794D92","Bill","13-Week","04/26/1993","04/29/1993","07/29/1993","","",""
"912794G32","Bill","26-Week","04/26/1993","04/29/1993","10/28/1993","","",""
"912794E91","Bill","13-Week","04/19/1993","04/22/1993","07/22/1993","","",""
"912794E42","Bill","26-Week","04/19/1993","04/22/1993","10/21/1993","","",""
"912827K43","Note","7-Year","04/13/1993","04/15/1993","04/15/2000","","Semi-Annual","5.500%"
"912794E83","Bill","13-Week","04/12/1993","04/15/1993","07/15/1993","","",""
"912794G24","Bill","26-Week","04/12/1993","04/15/1993","10/14/1993","","",""
"912794E75","Bill","13-Week","04/07/1993","04/08/1993","07/08/1993","","",""
"912794F90","Bill","26-Week","04/07/1993","04/08/1993","10/07/1993","","",""
"912794J88","Bill","52-Week","04/06/1993","04/08/1993","04/07/1994","","",""
"912794C36","Bill","15-Day","04/06/1993","04/07/1993","04/22/1993","","",""
"912794T79","Bill","5-Day","03/31/1993","04/02/1993","04/07/1993","","",""
"912794D76","Bill","13-Week","03/29/1993","04/01/1993","07/01/1993","","",""
"912794F82","Bill","26-Week","03/29/1993","04/01/1993","09/30/1993","","",""
"912827K35","Note","5-Year","03/25/1993","03/31/1993","03/31/1998","99.717","Semi-Annual","5.125%"
"912827K27","Note","2-Year","03/24/1993","03/31/1993","03/31/1995","99.914","Semi-Annual","3.875%"
"912794D68","Bill","13-Week","03/22/1993","03/25/1993","06/24/1993","","",""
"912794E34","Bill","26-Week","03/22/1993","03/25/1993","09/23/1993","","",""
"912794D50","Bill","13-Week","03/15/1993","03/18/1993","06/17/1993","","",""
"912794F74","Bill","26-Week","03/15/1993","03/18/1993","09/16/1993","","",""
"912794D43","Bill","13-Week","03/08/1993","03/11/1993","06/10/1993","","",""
"912794F66","Bill","26-Week","03/08/1993","03/11/1993","09/09/1993","","",""
"912794J47","Bill","52-Week","03/04/1993","03/11/1993","03/10/1994","","",""
"912794C36","Bill","48-Day","03/03/1993","03/05/1993","04/22/1993","","",""
"912794D27","Bill","13-Week","03/01/1993","03/04/1993","06/03/1993","","",""
"912794F58","Bill","26-Week","03/01/1993","03/04/1993","09/02/1993","","",""
"912827J94","Note","5-Year","02/24/1993","03/01/1993","02/28/1998","99.543","Semi-Annual","5.125%"
"912827J86","Note","2-Year","02/23/1993","03/01/1993","02/28/1995","99.876","Semi-Annual","3.875%"
"912794C93","Bill","13-Week","02/22/1993","02/25/1993","05/27/1993","","",""
"912794E26","Bill","26-Week","02/22/1993","02/25/1993","08/26/1993","","",""
"912794C85","Bill","13-Week","02/16/1993","02/18/1993","05/20/1993","","",""
"912794F41","Bill","26-Week","02/16/1993","02/18/1993","08/19/1993","","",""
"912810EP9","Bond","30-Year","02/11/1993","02/16/1993","02/15/2023","","Semi-Annual","7.125%"
"912827J78","Note","10-Year","02/10/1993","02/16/1993","02/15/2003","","Semi-Annual","6.250%"
"912827J60","Note","3-Year","02/09/1993","02/16/1993","02/15/1996","","Semi-Annual","4.625%"
"912794C77","Bill","13-Week","02/08/1993","02/11/1993","05/13/1993","","",""
"912794F33","Bill","26-Week","02/08/1993","02/11/1993","08/12/1993","","",""
"912794H80","Bill","52-Week","02/04/1993","02/11/1993","02/10/1994","","",""
"912794C51","Bill","13-Week","02/01/1993","02/04/1993","05/06/1993","","",""
"912794F25","Bill","26-Week","02/01/1993","02/04/1993","08/05/1993","","",""
"912827J45","Note","5-Year","01/27/1993","02/01/1993","01/31/1998","99.849","Semi-Annual","5.625%"
"912827J52","Note","2-Year","01/26/1993","02/01/1993","01/31/1995","99.943","Semi-Annual","4.250%"
"912794C44","Bill","13-Week","01/25/1993","01/28/1993","04/29/1993","","",""
"912794D92","Bill","26-Week","01/25/1993","01/28/1993","07/29/1993","","",""
"912794C36","Bill","13-Week","01/19/1993","01/21/1993","04/22/1993","","",""
"912794E91","Bill","26-Week","01/19/1993","01/21/1993","07/22/1993","","",""
"912827J37","Note","7-Year","01/13/1993","01/15/1993","01/15/2000","","Semi-Annual","6.375%"
"912794C28","Bill","13-Week","01/11/1993","01/14/1993","04/15/1993","","",""
"912794E83","Bill","26-Week","01/11/1993","01/14/1993","07/15/1993","","",""
"912794H49","Bill","52-Week","01/07/1993","01/14/1993","01/13/1994","","",""
"912794B86","Bill","13-Week","01/04/1993","01/07/1993","04/08/1993","","",""
"912794E75","Bill","26-Week","01/04/1993","01/07/1993","07/08/1993","","",""
"912794B78","Bill","13-Week","12/28/1992","12/31/1992","04/01/1993","","",""
"912794D76","Bill","26-Week","12/28/1992","12/31/1992","07/01/1993","","",""
"912827J29","Note","5-Year","12/23/1992","12/31/1992","12/31/1997","99.872","Semi-Annual","6.000%"
"912827H96","Note","2-Year","12/22/1992","12/31/1992","12/31/1994","99.840","Semi-Annual","4.625%"
"912794B60","Bill","13-Week","12/21/1992","12/24/1992","03/25/1993","","",""
"912794D68","Bill","26-Week","12/21/1992","12/24/1992","06/24/1993","","",""
"912794B52","Bill","13-Week","12/14/1992","12/17/1992","03/18/1993","","",""
"912794D50","Bill","26-Week","12/14/1992","12/17/1992","06/17/1993","","",""
"912794E67","Bill","52-Week","12/10/1992","12/17/1992","12/16/1993","","",""
"912794B37","Bill","13-Week","12/07/1992","12/10/1992","03/11/1993","","",""
"912794D43","Bill","26-Week","12/07/1992","12/10/1992","06/10/1993","","",""
"912794A38","Bill","49-Day","12/01/1992","12/03/1992","01/21/1993","","",""
"912794B29","Bill","13-Week","11/30/1992","12/03/1992","03/04/1993","","",""
"912794D27","Bill","26-Week","11/30/1992","12/03/1992","06/03/1993","","",""
"912827H88","Note","5-Year","11/24/1992","11/30/1992","11/30/1997","99.702","Semi-Annual","6.000%"
"912827H70","Note","2-Year","11/23/1992","11/30/1992","11/30/1994","99.821","Semi-Annual","4.625%"
"912794A95","Bill","13-Week","11/23/1992","11/27/1992","02/25/1993","","",""
"912794C93","Bill","26-Week","11/23/1992","11/27/1992","05/27/1993","","",""
"912794E59","Bill","52-Week","11/17/1992","11/19/1992","11/18/1993","","",""
"912794A87","Bill","13-Week","11/16/1992","11/19/1992","02/18/1993","","",""
"912794C85","Bill","26-Week","11/16/1992","11/19/1992","05/20/1993","","",""
"912810EN4","Bond","30-Year","11/12/1992","11/16/1992","11/15/2022","","Semi-Annual","7.625%"
"912827G55","Note","9-Year 9-Month","11/10/1992","11/16/1992","08/15/2002","","Semi-Annual","6.375%"
"912827H54","Note","3-Year","11/09/1992","11/16/1992","11/15/1995","","Semi-Annual","5.125%"
"912794A61","Bill","13-Week","11/09/1992","11/12/1992","02/11/1993","","",""
"912794C77","Bill","26-Week","11/09/1992","11/12/1992","05/13/1993","","",""
"912794ZB3","Bill","41-Day","11/05/1992","11/06/1992","12/17/1992","","",""
"912794A53","Bill","13-Week","11/02/1992","11/05/1992","02/04/1993","","",""
"912794C51","Bill","26-Week","11/02/1992","11/05/1992","05/06/1993","","",""
"912827H47","Note","5-Year","10/28/1992","11/02/1992","10/31/1997","99.615","Semi-Annual","5.750%"
"912827H39","Note","2-Year","10/27/1992","11/02/1992","10/31/1994","99.773","Semi-Annual","4.250%"
"912794A46","Bill","13-Week","10/26/1992","10/29/1992","01/28/1993","","",""
"912794C44","Bill","26-Week","10/26/1992","10/29/1992","04/29/1993","","",""
"912794A38","Bill","13-Week","10/19/1992","10/22/1992","01/21/1993","","",""
"912794C36","Bill","26-Week","10/19/1992","10/22/1992","04/22/1993","","",""
"912794E42","Bill","52-Week","10/15/1992","10/22/1992","10/21/1993","","",""
"912794ZZ0","Bill","13-Week","10/13/1992","10/15/1992","01/14/1993","","",""
"912794C28","Bill","26-Week","10/13/1992","10/15/1992","04/15/1993","","",""
"912827H21","Note","7-Year","10/07/1992","10/15/1992","10/15/1999","","Semi-Annual","6.000%"
"912794ZY3","Bill","13-Week","10/05/1992","10/08/1992","01/07/1993","","",""
"912794B86","Bill","26-Week","10/05/1992","10/08/1992","04/08/1993","","",""
"912794ZX5","Bill","13-Week","09/28/1992","10/01/1992","12/31/1992","","",""
"912794B78","Bill","26-Week","09/28/1992","10/01/1992","04/01/1993","","",""
"912827G97","Note","5-Year","09/23/1992","09/30/1992","09/30/1997","99.827","Semi-Annual","5.500%"
"912827G89","Note","2-Year","09/22/1992","09/30/1992","09/30/1994","100.000","Semi-Annual","4.000%"
"912794ZW7","Bill","13-Week","09/21/1992","09/24/1992","12/24/1992","","",""
"912794B60","Bill","26-Week","09/21/1992","09/24/1992","03/25/1993","","",""
"912794E34","Bill","52-Week","09/17/1992","09/24/1992","09/23/1993","","",""
"912794ZB3","Bill","13-Week","09/14/1992","09/17/1992","12/17/1992","","",""
"912794B52","Bill","26-Week","09/14/1992","09/17/1992","03/18/1993","","",""
"912794ZV9","Bill","13-Week","09/08/1992","09/10/1992","12/10/1992","","",""
"912794B37","Bill","26-Week","09/08/1992","09/10/1992","03/11/1993","","",""
"912794ZU1","Bill","13-Week","08/31/1992","09/03/1992","12/03/1992","","",""
"912794B29","Bill","26-Week","08/31/1992","09/03/1992","03/04/1993","","",""
"912827G71","Note","5-Year","08/26/1992","08/31/1992","08/31/1997","","Semi-Annual","5.625%"
"912827G63","Note","2-Year","08/25/1992","08/31/1992","08/31/1994","","Semi-Annual","4.250%"
"912794ZT4","Bill","13-Week","08/24/1992","08/27/1992","11/27/1992","","",""
"912794A95","Bill","26-Week","08/24/1992","08/27/1992","02/25/1993","","",""
"912794E26","Bill","52-Week","08/20/1992","08/27/1992","08/26/1993","","",""
"912794ZA5","Bill","13-Week","08/17/1992","08/20/1992","11/19/1992","","",""
"912794A87","Bill","26-Week","08/17/1992","08/20/1992","02/18/1993","","",""
"912810EM6","Bond","30-Year","08/13/1992","08/17/1992","08/15/2022","","Semi-Annual","7.250%"
"912827G55","Note","10-Year","08/12/1992","08/17/1992","08/15/2002","","Semi-Annual","6.375%"
"912827G48","Note","3-Year","08/11/1992","08/17/1992","08/15/1995","","Semi-Annual","4.625%"
"912794ZS6","Bill","13-Week","08/10/1992","08/13/1992","11/12/1992","","",""
"912794A61","Bill","26-Week","08/10/1992","08/13/1992","02/11/1993","","",""
"912794ZR8","Bill","13-Week","08/03/1992","08/06/1992","11/05/1992","","",""
"912794A53","Bill","26-Week","08/03/1992","08/06/1992","02/04/1993","","",""
"912827G30","Note","5-Year","07/29/1992","07/31/1992","07/31/1997","","Semi-Annual","5.500%"
"912827G22","Note","2-Year","07/28/1992","07/31/1992","07/31/1994","","Semi-Annual","4.250%"
"912794ZQ0","Bill","13-Week","07/27/1992","07/30/1992","10/29/1992","","",""
"912794A46","Bill","26-Week","07/27/1992","07/30/1992","01/28/1993","","",""
"912794D92","Bill","52-Week","07/23/1992","07/30/1992","07/29/1993","","",""
"912794YZ1","Bill","13-Week","07/20/1992","07/23/1992","10/22/1992","","",""
"912794A38","Bill","26-Week","07/20/1992","07/23/1992","01/21/1993","","",""
"912794ZP2","Bill","13-Week","07/13/1992","07/16/1992","10/15/1992","","",""
"912794ZZ0","Bill","26-Week","07/13/1992","07/16/1992","01/14/1993","","",""
"912827F98","Note","7-Year","07/08/1992","07/15/1992","07/15/1999","","Semi-Annual","6.375%"
"912794ZN7","Bill","13-Week","07/06/1992","07/09/1992","10/08/1992","","",""
"912794ZY3","Bill","26-Week","07/06/1992","07/09/1992","01/07/1993","","",""
"912794ZM9","Bill","13-Week","06/29/1992","07/02/1992","10/01/1992","","",""
"912794ZX5","Bill","26-Week","06/29/1992","07/02/1992","12/31/1992","","",""
"912794D76","Bill","52-Week","06/25/1992","07/02/1992","07/01/1993","","",""
"912827F80","Note","5-Year","06/24/1992","06/30/1992","06/30/1997","","Semi-Annual","6.375%"
"912827F72","Note","2-Year","06/23/1992","06/30/1992","06/30/1994","","Semi-Annual","5.000%"
"912794YY4","Bill","13-Week","06/22/1992","06/25/1992","09/24/1992","","",""
"912794ZW7","Bill","26-Week","06/22/1992","06/25/1992","12/24/1992","","",""
"912794ZL1","Bill","13-Week","06/15/1992","06/18/1992","09/17/1992","","",""
"912794ZB3","Bill","26-Week","06/15/1992","06/18/1992","12/17/1992","","",""
"912794ZK3","Bill","13-Week","06/08/1992","06/11/1992","09/10/1992","","",""
"912794ZV9","Bill","26-Week","06/08/1992","06/11/1992","12/10/1992","","",""
"912794ZJ6","Bill","13-Week","06/01/1992","06/04/1992","09/03/1992","","",""
"912794ZU1","Bill","26-Week","06/01/1992","06/04/1992","12/03/1992","","",""
"912794D27","Bill","52-Week","05/28/1992","06/04/1992","06/03/1993","","",""
"912794YT5","Bill","15-Day","05/27/1992","06/03/1992","06/18/1992","","",""
"912794YX6","Bill","13-Week","05/26/1992","05/28/1992","08/27/1992","","",""
"912794ZT4","Bill","26-Week","05/26/1992","05/28/1992","11/27/1992","","",""
"912827F64","Note","5-Year","05/21/1992","06/01/1992","05/31/1997","","Semi-Annual","6.750%"
"912827F56","Note","2-Year","05/20/1992","06/01/1992","05/31/1994","","Semi-Annual","5.125%"
"912794ZH0","Bill","13-Week","05/18/1992","05/21/1992","08/20/1992","","",""
"912794ZA5","Bill","26-Week","05/18/1992","05/21/1992","11/19/1992","","",""
"912794YT5","Bill","34-Day","05/13/1992","05/15/1992","06/18/1992","","",""
